col_no,pos_fr_rd,treatment,time_point,date,action,selection_to_retest mites,varroa_retest_notes,reorg_or_removed_box,numerical_trt,gross_wt_kgs,gross_wt_lbs,bip_style_fob,fob_covered_at_all,top_of_box_bip_style_fob,hobo_no,hobo_sensor_propolis_30_Sep,rh_sensor_propolis,logger_connection_issue,end_of_file_issue,any_hobo_issue,water_amt_0-3,oct1_feeder_type,cups_fed,aec_towel_perc_remaining,time,q_status,q_event,brd_pattern,remove,notes,col_hist,location_on_9-19,date_brd_inspection_wax_virus,date_brd_exam,viral_sample_tf,wax_sample_tf,alc_sample_tf,alc_jar_no,mites_recov_3_washes,extra_mites_by_2-clear_rinses,mites_recov_total,gm_wt_100_bees,gm_wt_total_bee_sample,est_bee_num_by_wt,perc_phoretic_mites_by_weight,date_brd_pattern_assessed,disorders,dr_brood_exam_tf,dr_infested_num,dr_exhumed_num,wk_brood_exam_tf,infested_in_first_200_cells_num,extra_wk_infested_num,extra_wk_exhumed_num,dwv_num_sides_obs,dwv_tf,cdb_num_sides_obs,prev_bees_tot_sides,prev_cap_brd_tot_sides,prev_dr_capbrd_tot_sides,prev_honey_tot_sides,prev_pollen_tot_sides,prev_wk_capbrd_tot_sides,cap_brd_tot_sides_rm,dr_capbrd_tot_sides_rm,honey_tot_sides_removed,pollen_tot_sides_removed,bees_tot_sides,cap_brd_tot_sides,dr_capbrd_tot_sides,honey_tot_sides,pollen_tot_sides,wk_capbrd_tot_sides,est_sides_brood_incl_open,est_sides_used_space,est_sides_free_space,9.23_honey_addition_sides,9.23_pollen_addition_sides,bees_num,dr_capbrd_cells_num,revised_honey_tot_sides,revised_pollen_tot_sides,wrk_capbrd_cells_num,phoretic_mites_num_estimate,dr_cells_infested_estimate,wk_cells_infested_estimate,mites_total_estimate,sides_honey_short_of_9 (2.2 lbs/side),target_weight_lbs,lbs_to_feed,gallons_to_feed_total_wrong_estimate,gals_fed_round 1,gals to feed round 2,lbs_fed,sides_added,new_sides_total,sides_honey_short_of_12
RC1,10,Apivar,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,14:58,QS-B,,,,Laying well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.575,0,NA,NA,0.575,,,,,,,0.00,,,1922.80,,,,,,,,,,,,,,
D11,11,Apivar,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,15:02,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.3,0,NA,NA,1.3,,,,,,,0.00,,,4347.20,,,,,,,,,,,,,,
D25,12,Apivar,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,15:29,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,3.3,0,NA,NA,3.3,,,,,,,0.00,,,11035.20,,,,,,,,,,,,,,
D13,13,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,15:35,QR,,,,Weak-ish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.8,0,NA,NA,0.8,,,,,,,0.00,,,2675.20,,,,,,,,,,,,,,
N5,14,AEC,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,15:43,QS-MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,2.375,0,NA,NA,2.375,,,,,,,0.00,,,7942.00,,,,,,,,,,,,,,
N68,15,AEC,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,15:51,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,3.275,0,NA,NA,3.275,,,,,,,0.00,,,10951.60,,,,,,,,,,,,,,
D3,16,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,15:58,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.675,0,NA,NA,1.675,,,,,,,0.00,,,5601.20,,,,,,,,,,,,,,
2,17,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,16:06,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.875,0,NA,NA,1.875,,,,,,,0.00,,,6270.00,,,,,,,,,,,,,,
D17,18,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.525,0,NA,NA,1.525,,,,,,,0.00,,,5099.60,,,,,,,,,,,,,,
D19,19,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,13:42,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.4,0,NA,NA,1.4,,,,,,,0.00,,,4681.60,,,,,,,,,,,,,,
8,20,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.95,0,NA,NA,0.95,,,,,,,0.00,,,3176.80,,,,,,,,,,,,,,
L75,21,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.275,0,NA,NA,1.275,,,,,,,0.00,,,4263.60,,,,,,,,,,,,,,
D21,22,Apivar,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,14:08,QR,,,,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,4.95,0.25,NA,NA,4.7,,,,,,,539.00,,,15716.80,,,,,,,,,,,,,,
D22,23,AEC,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,14:16,QS-B ReMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.725,0,NA,NA,0.725,,,,,,,0.00,,,2424.40,,,,,,,,,,,,,,
D23,24,AEC,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,12:59,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,NA,NA,1,,,,,,,0.00,,,3344.00,,,,,,,,,,,,,,
C12,25,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,13:04,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.4,0,NA,NA,1.4,,,,,,,0.00,,,4681.60,,,,,,,,,,,,,,
D24,26,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,13:10,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.45,0,NA,NA,0.45,,,,,,,0.00,,,1504.80,,,,,,,,,,,,,,
D12,27,AEC,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,13:16,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,2.25,0,NA,NA,2.25,,,,,,,0.00,,,7524.00,,,,,,,,,,,,,,
D33,28,AEC,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,13:21,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1,0,NA,NA,1,,,,,,,0.00,,,3344.00,,,,,,,,,,,,,,
D27,29,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,13:26,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.825,0,NA,NA,0.825,,,,,,,0.00,,,2758.80,,,,,,,,,,,,,,
D28,30,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,17:09,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.75,0,NA,NA,1.75,,,,,,,0.00,,,5852.00,,,,,,,,,,,,,,
D30,31,AEC,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,17:20,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,4.1,0.1,NA,NA,4,,,,,,,215.60,,,13376.00,,,,,,,,,,,,,,
C33,32,Apivar,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,17:26,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.65,0.025,NA,NA,1.625,,,,,,,53.90,,,5434.00,,,,,,,,,,,,,,
C6,33,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,17:31,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.5,0,NA,NA,1.5,,,,,,,0.00,,,5016.00,,,,,,,,,,,,,,
BC15,34,Apivar,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,17:43,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.3,0,NA,NA,1.3,,,,,,,0.00,,,4347.20,,,,,,,,,,,,,,
N42,35,AEC,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,17:52,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.425,0,NA,NA,1.425,,,,,,,0.00,,,4765.20,,,,,,,,,,,,,,
D26,36,AEC,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,16:18,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,3.475,0,NA,NA,3.475,,,,,,,0.00,,,11620.40,,,,,,,,,,,,,,
L76,37,Apivar,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,,QS-G ReMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,3.05,0,NA,NA,3.05,,,,,,,0.00,,,10199.20,,,,,,,,,,,,,,
62,38,Apivar,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,2.35,0,NA,NA,2.35,,,,,,,0.00,,,7858.40,,,,,,,,,,,,,,
N22,39,Apivar,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,16:42,QR,,,,Weak - only in top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.275,0,NA,NA,1.275,,,,,,,0.00,,,4263.60,,,,,,,,,,,,,,
L79,40,AEC,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,16:50,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,3,0,NA,NA,3,,,,,,,0.00,,,10032.00,,,,,,,,,,,,,,
4,41,AEC,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,16:58,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,2.375,0,NA,NA,2.375,,,,,,,0.00,,,7942.00,,,,,,,,,,,,,,
S1,42,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,12:11,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.1,0,NA,NA,1.1,,,,,,,0.00,,,3678.40,,,,,,,,,,,,,,
17,43,Apivar,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,12:20,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.55,0,NA,NA,1.55,,,,,,,0.00,,,5183.20,,,,,,,,,,,,,,
C8,44,Apiguard_Api,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,12:25,QS-P,,,,"Very weak, <4FoB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.475,0,NA,NA,0.475,,,,,,,0.00,,,1588.40,,,,,,,,,,,,,,
C2,45,AEC,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.925,0,NA,NA,1.925,,,,,,,0.00,,,6437.20,,,,,,,,,,,,,,
N51,46,AEC,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,3.8,0.025,NA,NA,3.775,,,,,,,53.90,,,12623.60,,,,,,,,,,,,,,
C15,47,Apivar,10,3-Oct,"Q check, measure brood area, repair sensors",,,,,,,,,,,,,,,,,,,,12:50,QS-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.45,0,NA,NA,1.45,,,,,,,0.00,,,4848.80,,,,,,,,,,,,,,
2,17,Apiguard_Api,11,5-Oct,Feed 2,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D10,1,Apiguard_Api,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,1,OK,OK,OK,OK,,,,0,,13:01,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D20,2,Apivar,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,2,FAIL,FAIL,OK,OK,,,,0,,13:00,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D15,3,AEC,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,3,FAIL,FAIL,OK,OK,,,,10,100,12:57,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D16,4,AEC,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,,,,,,,,,10,100,12:54,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D5,5,Apivar,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,4,OK,,OK,FAIL,,,,0,,12:52,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D6,6,Apiguard_Api,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,5,FAIL,FAIL,OK,OK,,,,16,,12:50,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
9,7,Apivar,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,,,,,,,,,0,,12:49,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D7,8,Apivar,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,,,,,,,,,10,,12:48,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D8,9,Apivar,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,,,,,,,,,10,,12:45,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
RC1,10,Apivar,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,,,,,,,,,21,,12:43,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D11,11,Apivar,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,6,FAIL,FAIL,OK,OK,,,,0,,12:42,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D25,12,Apivar,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,7,FAIL,FAIL,OK,OK,,,,10,,12:40,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D13,13,Apiguard_Api,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,8,FAIL,FAIL,OK,OK,,,,10,,12:38,QR,,,,Tipped off stand during inspection and put back on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
N5,14,AEC,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,9,OK,OK,OK,OK,,,,10,100,12:37,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
N68,15,AEC,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,10,FAIL,FAIL,OK,OK,,,,10,100,12:34,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D3,16,Apiguard_Api,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,11,FAIL,,OK,FAIL,,,,10,,12:33,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
2,17,Apiguard_Api,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,,,,,,,,,8,,12:31,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D17,18,Apiguard_Api,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,12,FAIL,FAIL,OK,OK,,,,10,,12:30,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D19,19,Apiguard_Api,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,,,,,,,,,0,,12:28,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
8,20,Apiguard_Api,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,,,,,,,,,10,,12:27,QR,,,,~2fr of honey before feed. Very light.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
L75,21,Apiguard_Api,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,13,FAIL,FAIL,OK,OK,,,,10,,12:25,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D21,22,Apivar,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,,,,,,,,,0,,12:22,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D22,23,AEC,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,,,,,,,,,10,100,12:21,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D23,24,AEC,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,14,OK,OK,OK,OK,,,,0,100,12:01,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
C12,25,Apiguard_Api,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,,,,,,,,,10,,11:59,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D24,26,Apiguard_Api,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,,,,,,,,,10,,11:58,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D12,27,AEC,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,,,,,,,,,10,100,11:56,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D33,28,AEC,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,,,,,,,,,10,100,11:54,QR,,,,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D27,29,Apiguard_Api,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,,,,,,,,,0,,11:52,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D28,30,Apiguard_Api,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,15,FAIL,FAIL,OK,OK,,,,0,,11:50,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D30,31,AEC,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,,,,,,,,,10,100,11:48,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
C33,32,Apivar,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,,,,,,,,,10,,11:46,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
C6,33,Apiguard_Api,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,,,,,,,,,16,,11:45,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
BC15,34,Apivar,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,16,OK,OK,OK,OK,,,,20,,11:43,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
N42,35,AEC,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,17,OK,,OK,OK,,,,16,100,11:40,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D26,36,AEC,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,18,OK,OK,OK,OK,,,,10,100,11:35,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
L76,37,Apivar,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,,,,,,,,,0,,11:34,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
62,38,Apivar,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,19,FAIL,FAIL,OK,OK,,,,10,,11:33,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
N22,39,Apivar,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,,,,,,,,,0,,11:31,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
L79,40,AEC,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,20,FAIL,FAIL,OK,OK,,,,0,100,11:30,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
4,41,AEC,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,21,FAIL,FAIL,OK,OK,,,,10,100,11:26,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
S1,42,Apiguard_Api,12,7-Oct,"Q check, feed 3, round 3 TM and AEC",,,,,,,,,,22,OK,OK,OK,OK,,,,10,,11:25,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
